column_0,dstid,sourceid,day,total_records,total_duration,total_squares_duration,total_log_duration,total_squares_log_duration,geoid10,X_geojson,day1_geom,day2_geom
156,114,567,5,3,3931,5162721,21.530709157892,154.530579802172,42019912002,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-80.151505,40.722816],[-80.138088,40.717345],[-80.135237,40.715774],[-80.132736,40.713948],[-80.131301,40.715878],[-80.128498,40.71714],[-80.121461,40.71645],[-80.118326,40.715715],[-80.116734,40.713447],[-80.115628,40.710901],[-80.114112,40.70887],[-80.111804,40.707024],[-80.109637,40.703749],[-80.101761,40.704027],[-80.100847,40.697394],[-80.097355,40.690223],[-80.096045,40.685249],[-80.10401,40.68474],[-80.108119,40.684839],[-80.117778,40.698365],[-80.121927,40.698183],[-80.125933,40.697493],[-80.129193,40.697186],[-80.136828,40.695532],[-80.141594,40.696516],[-80.149949,40.696093],[-80.151062,40.713138],[-80.151505,40.722816]]]]},""properties"":{""MOVEMENT_ID"":""114"",""DISPLAY_NAME"":""2100 Powell Road, Cranberry Township"",""GEOID10"":""42019912002""}}",,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-80.151505,40.722816],[-80.138088,40.717345],[-80.135237,40.715774],[-80.132736,40.713948],[-80.131301,40.715878],[-80.128498,40.71714],[-80.121461,40.71645],[-80.118326,40.715715],[-80.116734,40.713447],[-80.115628,40.710901],[-80.114112,40.70887],[-80.111804,40.707024],[-80.109637,40.703749],[-80.101761,40.704027],[-80.100847,40.697394],[-80.097355,40.690223],[-80.096045,40.685249],[-80.10401,40.68474],[-80.108119,40.684839],[-80.117778,40.698365],[-80.121927,40.698183],[-80.125933,40.697493],[-80.129193,40.697186],[-80.136828,40.695532],[-80.141594,40.696516],[-80.149949,40.696093],[-80.151062,40.713138],[-80.151505,40.722816]]]]},""properties"":{""MOVEMENT_ID"":""114"",""DISPLAY_NAME"":""2100 Powell Road, Cranberry Township"",""GEOID10"":""42019912002""}}"
157,114,567,12,2,4066,8302090,15.2301817123486,115.987931646088,42019912002,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-80.151505,40.722816],[-80.138088,40.717345],[-80.135237,40.715774],[-80.132736,40.713948],[-80.131301,40.715878],[-80.128498,40.71714],[-80.121461,40.71645],[-80.118326,40.715715],[-80.116734,40.713447],[-80.115628,40.710901],[-80.114112,40.70887],[-80.111804,40.707024],[-80.109637,40.703749],[-80.101761,40.704027],[-80.100847,40.697394],[-80.097355,40.690223],[-80.096045,40.685249],[-80.10401,40.68474],[-80.108119,40.684839],[-80.117778,40.698365],[-80.121927,40.698183],[-80.125933,40.697493],[-80.129193,40.697186],[-80.136828,40.695532],[-80.141594,40.696516],[-80.149949,40.696093],[-80.151062,40.713138],[-80.151505,40.722816]]]]},""properties"":{""MOVEMENT_ID"":""114"",""DISPLAY_NAME"":""2100 Powell Road, Cranberry Township"",""GEOID10"":""42019912002""}}","{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-80.151505,40.722816],[-80.138088,40.717345],[-80.135237,40.715774],[-80.132736,40.713948],[-80.131301,40.715878],[-80.128498,40.71714],[-80.121461,40.71645],[-80.118326,40.715715],[-80.116734,40.713447],[-80.115628,40.710901],[-80.114112,40.70887],[-80.111804,40.707024],[-80.109637,40.703749],[-80.101761,40.704027],[-80.100847,40.697394],[-80.097355,40.690223],[-80.096045,40.685249],[-80.10401,40.68474],[-80.108119,40.684839],[-80.117778,40.698365],[-80.121927,40.698183],[-80.125933,40.697493],[-80.129193,40.697186],[-80.136828,40.695532],[-80.141594,40.696516],[-80.149949,40.696093],[-80.151062,40.713138],[-80.151505,40.722816]]]]},""properties"":{""MOVEMENT_ID"":""114"",""DISPLAY_NAME"":""2100 Powell Road, Cranberry Township"",""GEOID10"":""42019912002""}}",
158,116,567,12,9,10316,13848904,62.8064282928912,439.343365317631,42003426800,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.964395,40.543823],[-79.960757,40.547539],[-79.959541,40.549759],[-79.958424,40.554263],[-79.958231,40.554264],[-79.950217,40.554543],[-79.93868,40.554047],[-79.93853,40.549855],[-79.937937,40.539596],[-79.937714,40.53461],[-79.939558,40.531635],[-79.942469,40.531183],[-79.945556,40.531822],[-79.947499,40.529935],[-79.946913,40.52858],[-79.950571,40.527204],[-79.95187,40.528958],[-79.953734,40.530003],[-79.957591,40.530936],[-79.958966,40.532428],[-79.962226,40.535839],[-79.962682,40.538353],[-79.964656,40.54226],[-79.964395,40.543823]]]]},""properties"":{""MOVEMENT_ID"":""116"",""DISPLAY_NAME"":""2800 Leo Road, Allison Park, Shaler Township, Allegheny County, Pennsylvania, United States, 15101"",""GEOID10"":""42003426800""}}","{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.964395,40.543823],[-79.960757,40.547539],[-79.959541,40.549759],[-79.958424,40.554263],[-79.958231,40.554264],[-79.950217,40.554543],[-79.93868,40.554047],[-79.93853,40.549855],[-79.937937,40.539596],[-79.937714,40.53461],[-79.939558,40.531635],[-79.942469,40.531183],[-79.945556,40.531822],[-79.947499,40.529935],[-79.946913,40.52858],[-79.950571,40.527204],[-79.95187,40.528958],[-79.953734,40.530003],[-79.957591,40.530936],[-79.958966,40.532428],[-79.962226,40.535839],[-79.962682,40.538353],[-79.964656,40.54226],[-79.964395,40.543823]]]]},""properties"":{""MOVEMENT_ID"":""116"",""DISPLAY_NAME"":""2800 Leo Road, Allison Park, Shaler Township, Allegheny County, Pennsylvania, United States, 15101"",""GEOID10"":""42003426800""}}",
159,116,567,5,10,9477,9198667,68.4144028282161,468.310789963819,42003426800,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.964395,40.543823],[-79.960757,40.547539],[-79.959541,40.549759],[-79.958424,40.554263],[-79.958231,40.554264],[-79.950217,40.554543],[-79.93868,40.554047],[-79.93853,40.549855],[-79.937937,40.539596],[-79.937714,40.53461],[-79.939558,40.531635],[-79.942469,40.531183],[-79.945556,40.531822],[-79.947499,40.529935],[-79.946913,40.52858],[-79.950571,40.527204],[-79.95187,40.528958],[-79.953734,40.530003],[-79.957591,40.530936],[-79.958966,40.532428],[-79.962226,40.535839],[-79.962682,40.538353],[-79.964656,40.54226],[-79.964395,40.543823]]]]},""properties"":{""MOVEMENT_ID"":""116"",""DISPLAY_NAME"":""2800 Leo Road, Allison Park, Shaler Township, Allegheny County, Pennsylvania, United States, 15101"",""GEOID10"":""42003426800""}}",,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.964395,40.543823],[-79.960757,40.547539],[-79.959541,40.549759],[-79.958424,40.554263],[-79.958231,40.554264],[-79.950217,40.554543],[-79.93868,40.554047],[-79.93853,40.549855],[-79.937937,40.539596],[-79.937714,40.53461],[-79.939558,40.531635],[-79.942469,40.531183],[-79.945556,40.531822],[-79.947499,40.529935],[-79.946913,40.52858],[-79.950571,40.527204],[-79.95187,40.528958],[-79.953734,40.530003],[-79.957591,40.530936],[-79.958966,40.532428],[-79.962226,40.535839],[-79.962682,40.538353],[-79.964656,40.54226],[-79.964395,40.543823]]]]},""properties"":{""MOVEMENT_ID"":""116"",""DISPLAY_NAME"":""2800 Leo Road, Allison Park, Shaler Township, Allegheny County, Pennsylvania, United States, 15101"",""GEOID10"":""42003426800""}}"
160,117,567,12,12,10465,9963533,80.6683698798157,543.479003479127,42003429400,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-80.038216,40.553495],[-80.034923,40.55362],[-80.034331,40.549142],[-80.033561,40.547791],[-80.031259,40.545116],[-80.029455,40.544072],[-80.025109,40.540084],[-80.019672,40.534768],[-80.019126,40.534017],[-80.018108,40.531093],[-80.018034,40.528617],[-80.015214,40.523835],[-80.013592,40.519081],[-80.014981,40.519745],[-80.02303,40.520775],[-80.025286,40.520986],[-80.02881,40.522239],[-80.028951,40.524265],[-80.032287,40.524109],[-80.034956,40.523906],[-80.035597,40.525748],[-80.035406,40.528237],[-80.035069,40.529853],[-80.03577,40.531965],[-80.036341,40.538997],[-80.03591,40.542743],[-80.035969,40.545242],[-80.036965,40.548252],[-80.038216,40.553495]]]]},""properties"":{""MOVEMENT_ID"":""117"",""DISPLAY_NAME"":""100 Country Lane, Pittsburgh"",""GEOID10"":""42003429400""}}","{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-80.038216,40.553495],[-80.034923,40.55362],[-80.034331,40.549142],[-80.033561,40.547791],[-80.031259,40.545116],[-80.029455,40.544072],[-80.025109,40.540084],[-80.019672,40.534768],[-80.019126,40.534017],[-80.018108,40.531093],[-80.018034,40.528617],[-80.015214,40.523835],[-80.013592,40.519081],[-80.014981,40.519745],[-80.02303,40.520775],[-80.025286,40.520986],[-80.02881,40.522239],[-80.028951,40.524265],[-80.032287,40.524109],[-80.034956,40.523906],[-80.035597,40.525748],[-80.035406,40.528237],[-80.035069,40.529853],[-80.03577,40.531965],[-80.036341,40.538997],[-80.03591,40.542743],[-80.035969,40.545242],[-80.036965,40.548252],[-80.038216,40.553495]]]]},""properties"":{""MOVEMENT_ID"":""117"",""DISPLAY_NAME"":""100 Country Lane, Pittsburgh"",""GEOID10"":""42003429400""}}",
161,117,567,5,8,6463,5932467,53.1527695406866,353.84588944862,42003429400,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-80.038216,40.553495],[-80.034923,40.55362],[-80.034331,40.549142],[-80.033561,40.547791],[-80.031259,40.545116],[-80.029455,40.544072],[-80.025109,40.540084],[-80.019672,40.534768],[-80.019126,40.534017],[-80.018108,40.531093],[-80.018034,40.528617],[-80.015214,40.523835],[-80.013592,40.519081],[-80.014981,40.519745],[-80.02303,40.520775],[-80.025286,40.520986],[-80.02881,40.522239],[-80.028951,40.524265],[-80.032287,40.524109],[-80.034956,40.523906],[-80.035597,40.525748],[-80.035406,40.528237],[-80.035069,40.529853],[-80.03577,40.531965],[-80.036341,40.538997],[-80.03591,40.542743],[-80.035969,40.545242],[-80.036965,40.548252],[-80.038216,40.553495]]]]},""properties"":{""MOVEMENT_ID"":""117"",""DISPLAY_NAME"":""100 Country Lane, Pittsburgh"",""GEOID10"":""42003429400""}}",,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-80.038216,40.553495],[-80.034923,40.55362],[-80.034331,40.549142],[-80.033561,40.547791],[-80.031259,40.545116],[-80.029455,40.544072],[-80.025109,40.540084],[-80.019672,40.534768],[-80.019126,40.534017],[-80.018108,40.531093],[-80.018034,40.528617],[-80.015214,40.523835],[-80.013592,40.519081],[-80.014981,40.519745],[-80.02303,40.520775],[-80.025286,40.520986],[-80.02881,40.522239],[-80.028951,40.524265],[-80.032287,40.524109],[-80.034956,40.523906],[-80.035597,40.525748],[-80.035406,40.528237],[-80.035069,40.529853],[-80.03577,40.531965],[-80.036341,40.538997],[-80.03591,40.542743],[-80.035969,40.545242],[-80.036965,40.548252],[-80.038216,40.553495]]]]},""properties"":{""MOVEMENT_ID"":""117"",""DISPLAY_NAME"":""100 Country Lane, Pittsburgh"",""GEOID10"":""42003429400""}}"
162,118,567,5,35,23954,21879966,224.095579388234,1442.85777988387,42003431100,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-80.057351,40.489006],[-80.054983,40.491957],[-80.052681,40.494145],[-80.051321,40.496462],[-80.047112,40.494977],[-80.046014,40.494865],[-80.044623,40.49166],[-80.045545,40.490165],[-80.045127,40.489047],[-80.046444,40.487163],[-80.049903,40.485523],[-80.0511,40.483782],[-80.057345,40.487301],[-80.056472,40.48792],[-80.057351,40.489006]]]]},""properties"":{""MOVEMENT_ID"":""118"",""DISPLAY_NAME"":""0 Grant Avenue, Bellevue"",""GEOID10"":""42003431100""}}",,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-80.057351,40.489006],[-80.054983,40.491957],[-80.052681,40.494145],[-80.051321,40.496462],[-80.047112,40.494977],[-80.046014,40.494865],[-80.044623,40.49166],[-80.045545,40.490165],[-80.045127,40.489047],[-80.046444,40.487163],[-80.049903,40.485523],[-80.0511,40.483782],[-80.057345,40.487301],[-80.056472,40.48792],[-80.057351,40.489006]]]]},""properties"":{""MOVEMENT_ID"":""118"",""DISPLAY_NAME"":""0 Grant Avenue, Bellevue"",""GEOID10"":""42003431100""}}"
163,118,567,12,46,34824,38139930,297.596261839053,1938.08511393669,42003431100,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-80.057351,40.489006],[-80.054983,40.491957],[-80.052681,40.494145],[-80.051321,40.496462],[-80.047112,40.494977],[-80.046014,40.494865],[-80.044623,40.49166],[-80.045545,40.490165],[-80.045127,40.489047],[-80.046444,40.487163],[-80.049903,40.485523],[-80.0511,40.483782],[-80.057345,40.487301],[-80.056472,40.48792],[-80.057351,40.489006]]]]},""properties"":{""MOVEMENT_ID"":""118"",""DISPLAY_NAME"":""0 Grant Avenue, Bellevue"",""GEOID10"":""42003431100""}}","{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-80.057351,40.489006],[-80.054983,40.491957],[-80.052681,40.494145],[-80.051321,40.496462],[-80.047112,40.494977],[-80.046014,40.494865],[-80.044623,40.49166],[-80.045545,40.490165],[-80.045127,40.489047],[-80.046444,40.487163],[-80.049903,40.485523],[-80.0511,40.483782],[-80.057345,40.487301],[-80.056472,40.48792],[-80.057351,40.489006]]]]},""properties"":{""MOVEMENT_ID"":""118"",""DISPLAY_NAME"":""0 Grant Avenue, Bellevue"",""GEOID10"":""42003431100""}}",
164,119,567,5,5,8005,13240855,36.8118263467567,271.180154299916,42003446000,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-80.210117,40.553327],[-80.201018,40.559428],[-80.197729,40.561659],[-80.193159,40.564917],[-80.18651,40.568902],[-80.181422,40.564372],[-80.181012,40.564613],[-80.181519,40.561768],[-80.180655,40.557234],[-80.180552,40.549151],[-80.181513,40.548595],[-80.191594,40.54246],[-80.193304,40.541445],[-80.195247,40.540459],[-80.195681,40.541206],[-80.200813,40.547439],[-80.204519,40.5504],[-80.207659,40.552028],[-80.210117,40.553327]]]]},""properties"":{""MOVEMENT_ID"":""119"",""DISPLAY_NAME"":""400 Woodland Road, Edgeworth"",""GEOID10"":""42003446000""}}",,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-80.210117,40.553327],[-80.201018,40.559428],[-80.197729,40.561659],[-80.193159,40.564917],[-80.18651,40.568902],[-80.181422,40.564372],[-80.181012,40.564613],[-80.181519,40.561768],[-80.180655,40.557234],[-80.180552,40.549151],[-80.181513,40.548595],[-80.191594,40.54246],[-80.193304,40.541445],[-80.195247,40.540459],[-80.195681,40.541206],[-80.200813,40.547439],[-80.204519,40.5504],[-80.207659,40.552028],[-80.210117,40.553327]]]]},""properties"":{""MOVEMENT_ID"":""119"",""DISPLAY_NAME"":""400 Woodland Road, Edgeworth"",""GEOID10"":""42003446000""}}"
165,119,567,12,2,2642,3571690,14.3486280612071,102.989071616378,42003446000,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-80.210117,40.553327],[-80.201018,40.559428],[-80.197729,40.561659],[-80.193159,40.564917],[-80.18651,40.568902],[-80.181422,40.564372],[-80.181012,40.564613],[-80.181519,40.561768],[-80.180655,40.557234],[-80.180552,40.549151],[-80.181513,40.548595],[-80.191594,40.54246],[-80.193304,40.541445],[-80.195247,40.540459],[-80.195681,40.541206],[-80.200813,40.547439],[-80.204519,40.5504],[-80.207659,40.552028],[-80.210117,40.553327]]]]},""properties"":{""MOVEMENT_ID"":""119"",""DISPLAY_NAME"":""400 Woodland Road, Edgeworth"",""GEOID10"":""42003446000""}}","{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-80.210117,40.553327],[-80.201018,40.559428],[-80.197729,40.561659],[-80.193159,40.564917],[-80.18651,40.568902],[-80.181422,40.564372],[-80.181012,40.564613],[-80.181519,40.561768],[-80.180655,40.557234],[-80.180552,40.549151],[-80.181513,40.548595],[-80.191594,40.54246],[-80.193304,40.541445],[-80.195247,40.540459],[-80.195681,40.541206],[-80.200813,40.547439],[-80.204519,40.5504],[-80.207659,40.552028],[-80.210117,40.553327]]]]},""properties"":{""MOVEMENT_ID"":""119"",""DISPLAY_NAME"":""400 Woodland Road, Edgeworth"",""GEOID10"":""42003446000""}}",
166,120,567,12,6,16109,47511251,47.0530574819014,369.660125199063,42003450800,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-80.1766,40.520046],[-80.175288,40.521886],[-80.171257,40.527397],[-80.161749,40.523914],[-80.16148,40.523803],[-80.159474,40.521037],[-80.154309,40.517278],[-80.155668,40.516072],[-80.15667,40.514603],[-80.166795,40.518407],[-80.168085,40.516643],[-80.171595,40.513352],[-80.172226,40.510792],[-80.171566,40.509748],[-80.172317,40.509589],[-80.174375,40.510525],[-80.173444,40.511915],[-80.176271,40.517581],[-80.177883,40.51782],[-80.1766,40.520046]]]]},""properties"":{""MOVEMENT_ID"":""120"",""DISPLAY_NAME"":""200 Watt Street, Coraopolis"",""GEOID10"":""42003450800""}}","{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-80.1766,40.520046],[-80.175288,40.521886],[-80.171257,40.527397],[-80.161749,40.523914],[-80.16148,40.523803],[-80.159474,40.521037],[-80.154309,40.517278],[-80.155668,40.516072],[-80.15667,40.514603],[-80.166795,40.518407],[-80.168085,40.516643],[-80.171595,40.513352],[-80.172226,40.510792],[-80.171566,40.509748],[-80.172317,40.509589],[-80.174375,40.510525],[-80.173444,40.511915],[-80.176271,40.517581],[-80.177883,40.51782],[-80.1766,40.520046]]]]},""properties"":{""MOVEMENT_ID"":""120"",""DISPLAY_NAME"":""200 Watt Street, Coraopolis"",""GEOID10"":""42003450800""}}",
167,121,567,5,13,12472,12273618,89.0780149471954,610.761802970372,42003457100,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-80.120706,40.35995],[-80.119943,40.362245],[-80.11853,40.3634],[-80.11721,40.367445],[-80.113437,40.365589],[-80.109782,40.363768],[-80.106792,40.363364],[-80.104418,40.363736],[-80.103955,40.363297],[-80.106801,40.361688],[-80.109726,40.359154],[-80.111042,40.357978],[-80.111699,40.357013],[-80.112085,40.356259],[-80.112507,40.354253],[-80.114328,40.35521],[-80.117836,40.358143],[-80.120603,40.359183],[-80.120706,40.35995]]]]},""properties"":{""MOVEMENT_ID"":""121"",""DISPLAY_NAME"":""500 Lurry Street, Bridgeville"",""GEOID10"":""42003457100""}}",,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-80.120706,40.35995],[-80.119943,40.362245],[-80.11853,40.3634],[-80.11721,40.367445],[-80.113437,40.365589],[-80.109782,40.363768],[-80.106792,40.363364],[-80.104418,40.363736],[-80.103955,40.363297],[-80.106801,40.361688],[-80.109726,40.359154],[-80.111042,40.357978],[-80.111699,40.357013],[-80.112085,40.356259],[-80.112507,40.354253],[-80.114328,40.35521],[-80.117836,40.358143],[-80.120603,40.359183],[-80.120706,40.35995]]]]},""properties"":{""MOVEMENT_ID"":""121"",""DISPLAY_NAME"":""500 Lurry Street, Bridgeville"",""GEOID10"":""42003457100""}}"
168,121,567,12,26,30456,41519912,181.848922871141,1275.40120482078,42003457100,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-80.120706,40.35995],[-80.119943,40.362245],[-80.11853,40.3634],[-80.11721,40.367445],[-80.113437,40.365589],[-80.109782,40.363768],[-80.106792,40.363364],[-80.104418,40.363736],[-80.103955,40.363297],[-80.106801,40.361688],[-80.109726,40.359154],[-80.111042,40.357978],[-80.111699,40.357013],[-80.112085,40.356259],[-80.112507,40.354253],[-80.114328,40.35521],[-80.117836,40.358143],[-80.120603,40.359183],[-80.120706,40.35995]]]]},""properties"":{""MOVEMENT_ID"":""121"",""DISPLAY_NAME"":""500 Lurry Street, Bridgeville"",""GEOID10"":""42003457100""}}","{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-80.120706,40.35995],[-80.119943,40.362245],[-80.11853,40.3634],[-80.11721,40.367445],[-80.113437,40.365589],[-80.109782,40.363768],[-80.106792,40.363364],[-80.104418,40.363736],[-80.103955,40.363297],[-80.106801,40.361688],[-80.109726,40.359154],[-80.111042,40.357978],[-80.111699,40.357013],[-80.112085,40.356259],[-80.112507,40.354253],[-80.114328,40.35521],[-80.117836,40.358143],[-80.120603,40.359183],[-80.120706,40.35995]]]]},""properties"":{""MOVEMENT_ID"":""121"",""DISPLAY_NAME"":""500 Lurry Street, Bridgeville"",""GEOID10"":""42003457100""}}",
169,124,567,12,10,12206,17892188,70.1365557672637,493.709924383783,42003460001,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-80.125909,40.48997],[-80.117609,40.501701],[-80.115923,40.50396],[-80.103434,40.500883],[-80.099135,40.49943],[-80.099697,40.498159],[-80.099947,40.495032],[-80.091415,40.491742],[-80.087605,40.486357],[-80.087503,40.485692],[-80.083641,40.480028],[-80.083456,40.479782],[-80.084145,40.475713],[-80.090554,40.475022],[-80.093585,40.474088],[-80.096021,40.475141],[-80.101165,40.476387],[-80.104085,40.479559],[-80.105305,40.480704],[-80.107334,40.481347],[-80.108857,40.481736],[-80.112878,40.482152],[-80.116552,40.481832],[-80.120824,40.48038],[-80.125909,40.48997]]]]},""properties"":{""MOVEMENT_ID"":""124"",""DISPLAY_NAME"":""300 Old Fleming Park Road, Coraopolis"",""GEOID10"":""42003460001""}}","{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-80.125909,40.48997],[-80.117609,40.501701],[-80.115923,40.50396],[-80.103434,40.500883],[-80.099135,40.49943],[-80.099697,40.498159],[-80.099947,40.495032],[-80.091415,40.491742],[-80.087605,40.486357],[-80.087503,40.485692],[-80.083641,40.480028],[-80.083456,40.479782],[-80.084145,40.475713],[-80.090554,40.475022],[-80.093585,40.474088],[-80.096021,40.475141],[-80.101165,40.476387],[-80.104085,40.479559],[-80.105305,40.480704],[-80.107334,40.481347],[-80.108857,40.481736],[-80.112878,40.482152],[-80.116552,40.481832],[-80.120824,40.48038],[-80.125909,40.48997]]]]},""properties"":{""MOVEMENT_ID"":""124"",""DISPLAY_NAME"":""300 Old Fleming Park Road, Coraopolis"",""GEOID10"":""42003460001""}}",
