status,META_requiredChecksPassing,GEOM_requiredChecksPassing,META_canonicalNameInMeta,META_licenseImageInZip,META_yearValid,META_isoValid,META_boundaryTypeValid,META_sourceExists,META_releaseTypeValid,META_releaseTypeCorrectFolder,META_licenseValid,META_licenseSourceExists,META_dataSourceExists,GEOM_boundaryNamesColumnExists,GEOM_boundaryNamesFilledIn,GEOM_boundaryISOColumnExists,GEOM_boundaryISOsFilledIn,GEOM_Topology,GEOM_Projection,boundaryID,boundaryISO,boundaryType,boundaryYear,boundarySource_1,boundarySource_2,boundaryCanonical,boundaryLicense,licenseDetail,licenseSource,boundarySourceURL,downloadURL
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,BRB-ADM0-dev,BRB,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/BRB_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,RWA-ADM2-dev,RWA,ADM2,2012.0,Open Data Rwanda,nan,,Creative Commons Attribution 4.0 International (CC BY 4.0),nan,http//www.statistics.gov.rw/terms-use,http//geodata-nisr.opendata.arcgis.com/datasets/c0a3d1deab694f7998bc4b966be12cbb_0,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/RWA_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,PAK-ADM1-dev,PAK,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/PAK_ADM1.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,PAK-ADM1-dev,PAK,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/GIN_ADM2.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,PAK-ADM1-dev,PAK,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/PHL_ADM3.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,LCA-ADM1-dev,LCA,ADM1,2008.0,"OpenStreetMap, digitized from https//en.wikipedia.org/wiki/Quarters_of_Saint_Lucia#/media/File",nan,,Creative Commons Attribution-ShareAlike 3.0 Unported,Photo is public domain; shapefile digitized from photo Sainte-Lucie_-_districts_numÃÂÃÂ©rotÃÂÃÂ©s.png,https//commons.wikimedia.org/wiki/File,https//en.wikipedia.org/wiki/Quarters_of_Saint_Lucia#/media/File,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/LCA_ADM1.zip
PASS,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,MRT-ADM1-dev,MRT,ADM1,2015,Princeton University Library,,Wilya,Creative Commons Attribution-ShareAlike 3.0 Unported,,https//maps.princeton.edu/catalog/stanford-nw291zj7245/metadata,METADATA ERROR,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/MRT_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,MOZ-ADM1-dev,MOZ,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/MOZ_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,MHL-ADM1-dev,MHL,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/MHL_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,BTN-ADM1-dev,BTN,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/BTN_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,POL-ADM1-dev,POL,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/POL_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,MDV-ADM0-dev,MDV,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/MDV_ADM0.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,MDV-ADM0-dev,MDV,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/TLS_ADM2.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,MDV-ADM0-dev,MDV,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/PHL_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,IND-ADM2-dev,IND,ADM2,2011.0,Datameet Group of India,nan,,Creative Commons Attribution 2.5 India (CC BY 2.5 IN),nan,http//projects.datameet.org/maps/districts/,http//projects.datameet.org/maps/districts/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/IND_ADM2.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,IND-ADM2-dev,IND,ADM2,2011.0,Datameet Group of India,nan,,Creative Commons Attribution 2.5 India (CC BY 2.5 IN),nan,http//projects.datameet.org/maps/districts/,http//projects.datameet.org/maps/districts/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/GIN_ADM3.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,ECU-ADM2-dev,ECU,ADM2,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/ECU_ADM2.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,ECU-ADM2-dev,ECU,ADM2,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/SLE_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,HRV-ADM0-dev,HRV,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/HRV_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,FRA-ADM2-dev,FRA,ADM2,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,nan,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/FRA_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,AZE-ADM2-dev,AZE,ADM2,2020.0,Wikipedia,nan,,Creative Commons Attribution-ShareAlike 3.0 Unported,Creative Commons Attribution-ShareAlike 3.0 Unported,https//en.wikipedia.org/wiki/Administrative_divisions_of_Azerbaijan,https//en.wikipedia.org/wiki/Administrative_divisions_of_Azerbaijan#/media/File,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/AZE_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,SMR-ADM1-dev,SMR,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/SMR_ADM1.zip
PASS,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,LAO-ADM0-dev,LAO,ADM0,2017,OpenStreetMap,Wambacher,Lao People's Democratic Republic,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/LAO_ADM0.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,LAO-ADM0-dev,LAO,ADM0,2017,OpenStreetMap,Wambacher,Lao People's Democratic Republic,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/PNG_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,NOR-ADM1-dev,NOR,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/NOR_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,KAZ-ADM0-dev,KAZ,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/KAZ_ADM0.zip
PASS,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,AGO-ADM1-dev,AGO,ADM1,2017,OpenStreetMap,Wambacher,Republic of Angola,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/AGO_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,WSM-ADM1-dev,WSM,ADM1,2018.0,Wikipedia,nan,,Creative Commons Attribution-ShareAlike 3.0 Unported,nan,https//en.wikipedia.org/wiki/File,https//en.wikipedia.org/wiki/File,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/WSM_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,BGR-ADM0-dev,BGR,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/BGR_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,LTU-ADM3-dev,LTU,ADM3,2017.0,digitized from https//commons.wikimedia.org/wiki/File,nan,,Public Domain,Photo is public domain; shapefile digitized from photo Vilniaus_seniunijos_numeracija.png,https//commons.wikimedia.org/wiki/File,https//commons.wikimedia.org/wiki/File,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/LTU_ADM3.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,PNG-ADM0-dev,PNG,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/PNG_ADM0.zip
FAIL,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,BFA-ADM0-dev,BFA,ADM0,2017.0,"Second Administrative Level Boundaries Project (SALB), Institut GÃÂÃÂ©ographique du Burkina Faso (IGB)",United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (Regional Office for West and Central Africa (ROWCA)),,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),Creative Commons Attribution for Intergovernmental Organizations,https//data.humdata.org/dataset/burkina-faso-administrative-boundaries,https//data.humdata.org/dataset/burkina-faso-administrative-boundaries,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/BFA_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,KWT-ADM2-dev,KWT,ADM2,2011.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/relation/305099#map=9/29.3171/47.7787,https//www.openstreetmap.org/relation/305099#map=9/29.3171/47.7787,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/KWT_ADM2.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,KWT-ADM2-dev,KWT,ADM2,2011.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/relation/305099#map=9/29.3171/47.7787,https//www.openstreetmap.org/relation/305099#map=9/29.3171/47.7787,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/TUR_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,BEN-ADM0-dev,BEN,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/BEN_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,UZB-ADM0-dev,UZB,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/UZB_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,SOM-ADM2-dev,SOM,ADM2,2015.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/SOM_ADM2.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,SOM-ADM2-dev,SOM,ADM2,2015.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/SLV_ADM2.zip
PASS,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,BEL-ADM 3-dev,BEL,ADM 3,2014,GeoBoundaries,https//data.gov.be/en/dataset/0202b8dd-1c7e-4331-8ba7-35e1fef4037a,Arrondissements,Open Data Commons Open Database License 1.0,https//statbel.fgov.be/sites/default/files/files/opendata/Licence%20open%20data_EN.pdf,https//www.geo.be/catalog/details/0202b8dd-1c7e-4331-8ba7-35e1fef4037a?l=en,https//data.gov.be/en/dataset/0202b8dd-1c7e-4331-8ba7-35e1fef4037a,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/BEL_ADM3.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,MMR-ADM3-dev,MMR,ADM3,2014.0,OpenStreetMap,nan,,Open Data Commons Open Database License 1.0,nan,https//www.openstreetmap.org/copyright,http//geonode.themimu.info/layers/?limit=5&offset=10,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/MMR_ADM3.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,PRT-ADM3-dev,PRT,ADM3,2016.0,DG Territory,nan,,Open Data Commons Open Database License 1.0,Open data noted on source page,https//snig.dgterritorio.gov.pt/rndg/srv/por/catalog.search#/metadata/5e3debf1-6cde-4ff2-8301-a86799231909,https//snig.dgterritorio.gov.pt/rndg/srv/por/catalog.search#/metadata/5e3debf1-6cde-4ff2-8301-a86799231909,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/PRT_ADM3.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,CHL-ADM1-dev,CHL,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/CHL_ADM1.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,CHL-ADM1-dev,CHL,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/AGO_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,ETH-ADM2-dev,ETH,ADM2,2016.0,Open Africa,Code for Ethiopia,,Open Data Commons Open Database License 1.0,http//opendefinition.org/licenses/cc-by/,https//africaopendata.org/dataset/ethiopia-shapefiles,https//africaopendata.org/dataset/ethiopia-shapefiles,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/ETH_ADM2.zip
FAIL,False,True,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,GRL-ADM1-dev,GRL,ADM1,2020.0,Wikipedia,IFAD,,Creative Commons Attribution-ShareAlike 3.0 Germany,Creative Commons Attribution-ShareAlike 3.0 Germany,https//creativecommons.org/licenses/by-sa/3.0/de/legalcode,https//en.wikipedia.org/wiki/Qeqertalik#/media/File,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/GRL_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,IRN-ADM1-dev,IRN,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/IRN_ADM1.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,IRN-ADM1-dev,IRN,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/FRA_ADM5.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,LBY-ADM1-dev,LBY,ADM1,2007.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/LBY_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,XKX-ADM1-dev,XKX,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/XKX_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,NOR-ADM2-dev,NOR,ADM2,2013.0,Geonorge,Mapping Authority of Norway,,Creative Commons Attribution 4.0 International (CC BY 4.0),nan,https//kartkatalog.geonorge.no/metadata/kartverket/administrative-enheter/041f1e6e-bdbc-4091-b48f-8a5990f3cc5b,https//kartkatalog.geonorge.no/metadata/kartverket/administrative-enheter/041f1e6e-bdbc-4091-b48f-8a5990f3cc5b,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/NOR_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,UGA-ADM0-dev,UGA,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/UGA_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,VUT-ADM2-dev,VUT,ADM2,2014.0,POPGIS,nan,,Other - Direct Permission,Granted to redistribute in email,https//twitter.com/WMgeoLab/status/1196561929726128128/photo/1,http//prism.spc.int/regional-data-and-tools/popgis2,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/VUT_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,SLB-ADM3-dev,SLB,ADM3,2014.0,POPGIS,nan,,Other - Direct Permission,Granted to redistribute in email,https//twitter.com/WMgeoLab/status/1196550630023651328/photo/2,http//prism.spc.int/regional-data-and-tools/popgis2,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/SLB_ADM3.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,ATG-ADM0-dev,ATG,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/ATG_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,BHR-ADM0-dev,BHR,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/BHR_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,AND-ADM1-dev,AND,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/AND_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,PLW-ADM1-dev,PLW,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/PLW_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,DEU-ADM1-dev,DEU,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/DEU_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,FJI-ADM1-dev,FJI,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/FJI_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,POL-ADM3-dev,POL,ADM3,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/POL_ADM3.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,POL-ADM3-dev,POL,ADM3,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/LKA_ADM4.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,FIN-ADM1-dev,FIN,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/FIN_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,MDA-ADM1-dev,MDA,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/MDA_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,MWI-ADM0-dev,MWI,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/MWI_ADM0.zip
